	apiUrl	id	isHosted	pillarId	pillarName	sectionId	sectionName	type	webPublicationDate	webTitle	webUrl
22	https://content.guardianapis.com/world/2007/aug/27/1	world/2007/aug/27/1	False	pillar/news	News	world	World news	article	2007-08-27T11:01:46Z	Greek fires may be treated as terrorism	https://www.theguardian.com/world/2007/aug/27/1
23	https://content.guardianapis.com/world/2007/nov/14/pakistan.declanwalsh	world/2007/nov/14/pakistan.declanwalsh	False	pillar/news	News	world	World news	article	2007-11-14T15:52:21Z	Imran Khan faces anti-terrorism charges in Pakistan	https://www.theguardian.com/world/2007/nov/14/pakistan.declanwalsh
24	https://content.guardianapis.com/world/2007/aug/20/terrorism.healthandwellbeing	world/2007/aug/20/terrorism.healthandwellbeing	False	pillar/lifestyle	Lifestyle	lifeandstyle	Life and style	article	2007-08-19T23:00:42Z	Julia Horton on Simon Leila's day-long terrorism survival and awareness courses	https://www.theguardian.com/world/2007/aug/20/terrorism.healthandwellbeing
25	https://content.guardianapis.com/world/2007/aug/01/usa.pakistan	world/2007/aug/01/usa.pakistan	False	pillar/news	News	us-news	US news	article	2007-08-01T14:26:26Z	Obama fires terrorism warning to Pakistan	https://www.theguardian.com/world/2007/aug/01/usa.pakistan
26	https://content.guardianapis.com/film/2007/nov/11/horror.brucewillis	film/2007/nov/11/horror.brucewillis	False	pillar/arts	Arts	film	Film	article	2007-11-11T23:44:51Z	Planet Terror	https://www.theguardian.com/film/2007/nov/11/horror.brucewillis
27	https://content.guardianapis.com/world/2007/may/13/drugsandalcohol.alqaida	world/2007/may/13/drugsandalcohol.alqaida	False	pillar/news	News	world	World news	article	2007-05-12T23:06:24Z	Cannabis cash 'funds Islamist terrorism'	https://www.theguardian.com/world/2007/may/13/drugsandalcohol.alqaida
28	https://content.guardianapis.com/media/greenslade/2007/jul/06/jailedazerbaijaneditorfaces	media/greenslade/2007/jul/06/jailedazerbaijaneditorfaces	False	pillar/news	News	world	World news	article	2007-07-06T06:10:32Z	Jailed Azerbaijan editor faces terrorism charge	https://www.theguardian.com/media/greenslade/2007/jul/06/jailedazerbaijaneditorfaces
29	https://content.guardianapis.com/world/2007/jul/03/terrorism.leadersandreply	world/2007/jul/03/terrorism.leadersandreply	False	pillar/news	News	world	World news	article	2007-07-02T23:15:14Z	Letters: Finding a new language for terrorism	https://www.theguardian.com/world/2007/jul/03/terrorism.leadersandreply
30	https://content.guardianapis.com/education/2007/jul/03/highereducation.research	education/2007/jul/03/highereducation.research	False	pillar/news	News	education	Education	article	2007-07-02T23:01:38Z	The rise and rise of terrorism studies	https://www.theguardian.com/education/2007/jul/03/highereducation.research
31	https://content.guardianapis.com/politics/2007/jul/02/uksecurity.terrorism1	politics/2007/jul/02/uksecurity.terrorism1	False	pillar/news	News	politics	Politics	article	2007-07-02T11:23:47Z	Blair attacks civil liberties groups over terrorism	https://www.theguardian.com/politics/2007/jul/02/uksecurity.terrorism1
32	https://content.guardianapis.com/uk/2007/dec/24/terrorism.world	uk/2007/dec/24/terrorism.world	False	pillar/news	News	uk-news	UK news	article	2007-12-24T15:42:50Z	Man in court on terror charge	https://www.theguardian.com/uk/2007/dec/24/terrorism.world
33	https://content.guardianapis.com/uk/2007/sep/17/iraq.humanrights	uk/2007/sep/17/iraq.humanrights	False	pillar/news	News	uk-news	UK news	article	2007-09-17T22:59:54Z	Briton jailed in Iraq for terrorism claims he was tortured	https://www.theguardian.com/uk/2007/sep/17/iraq.humanrights
34	https://content.guardianapis.com/politics/2007/sep/19/uk.terrorism	politics/2007/sep/19/uk.terrorism	False	pillar/news	News	politics	Politics	article	2007-09-18T23:01:51Z	Strategy on terrorism all wrong, says Ashdown	https://www.theguardian.com/politics/2007/sep/19/uk.terrorism
35	https://content.guardianapis.com/uk/2007/jun/20/politics.ukcrime1	uk/2007/jun/20/politics.ukcrime1	False	pillar/news	News	uk-news	UK news	article	2007-06-19T23:15:26Z	Brown promises cultural war on terrorism	https://www.theguardian.com/uk/2007/jun/20/politics.ukcrime1
36	https://content.guardianapis.com/environment/blog/2007/sep/11/firstclimatechangewasa	environment/blog/2007/sep/11/firstclimatechangewasa	False	pillar/news	News	environment	Environment	article	2007-09-11T09:45:11Z	Can we fight terrorism by reducing CO2 emissions?	https://www.theguardian.com/environment/blog/2007/sep/11/firstclimatechangewasa
37	https://content.guardianapis.com/politics/2007/jun/19/uksecurity.terrorism	politics/2007/jun/19/uksecurity.terrorism	False	pillar/news	News	politics	Politics	article	2007-06-19T12:39:14Z	Brown vows to 'wage war' on terrorism	https://www.theguardian.com/politics/2007/jun/19/uksecurity.terrorism
38	https://content.guardianapis.com/commentisfree/2007/dec/12/panicrageandterror	commentisfree/2007/dec/12/panicrageandterror	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-12-12T13:01:20Z	Panic, rage and terror	https://www.theguardian.com/commentisfree/2007/dec/12/panicrageandterror
39	https://content.guardianapis.com/commentisfree/2007/dec/12/1	commentisfree/2007/dec/12/1	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-12-12T00:17:27Z	Geoffrey Wheatcroft: This terror of the titfer	https://www.theguardian.com/commentisfree/2007/dec/12/1
40	https://content.guardianapis.com/world/2007/sep/03/northkorea1	world/2007/sep/03/northkorea1	False	pillar/news	News	world	World news	article	2007-09-03T14:59:18Z	North Korea 'to be taken off US terrorism list'	https://www.theguardian.com/world/2007/sep/03/northkorea1
41	https://content.guardianapis.com/education/2007/jun/12/highereducation.uk	education/2007/jun/12/highereducation.uk	False	pillar/news	News	education	Education	article	2007-06-12T22:37:32Z	Imams say Blair's call for training in UK universities is misguided,	https://www.theguardian.com/education/2007/jun/12/highereducation.uk
42	https://content.guardianapis.com/world/2007/aug/28/usa.iran	world/2007/aug/28/usa.iran	False	pillar/news	News	world	World news	article	2007-08-28T18:34:27Z	Bush: Iran 'the world's leading supporter of terrorism'	https://www.theguardian.com/world/2007/aug/28/usa.iran
43	https://content.guardianapis.com/commentisfree/2007/nov/29/tshirtterror	commentisfree/2007/nov/29/tshirtterror	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-11-29T13:30:00Z	T-shirt terror?	https://www.theguardian.com/commentisfree/2007/nov/29/tshirtterror
44	https://content.guardianapis.com/commentisfree/2007/nov/19/occupationbreedsterror	commentisfree/2007/nov/19/occupationbreedsterror	False	pillar/news	News	world	World news	article	2007-11-19T07:00:00Z	Occupation breeds terror	https://www.theguardian.com/commentisfree/2007/nov/19/occupationbreedsterror
45	https://content.guardianapis.com/uk/2007/may/23/terrorism.world	uk/2007/may/23/terrorism.world	False	pillar/news	News	uk-news	UK news	article	2007-05-23T18:36:45Z	Three abscond from terrorism control orders	https://www.theguardian.com/uk/2007/may/23/terrorism.world
46	https://content.guardianapis.com/theobserver/2007/mar/25/features.review67	theobserver/2007/mar/25/features.review67	False	pillar/news	News	theobserver	From the Observer	article	2007-03-25T00:00:06Z	Film of the week: Catch a Fire	https://www.theguardian.com/theobserver/2007/mar/25/features.review67
47	https://content.guardianapis.com/world/2007/nov/16/terrorism.gender	world/2007/nov/16/terrorism.gender	False	pillar/news	News	world	World news	article	2007-11-16T13:00:59Z	Noorjehan Barmania on women and terrorism	https://www.theguardian.com/world/2007/nov/16/terrorism.gender
48	https://content.guardianapis.com/commentisfree/2007/nov/15/comment.bookscomment	commentisfree/2007/nov/15/comment.bookscomment	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-11-15T00:17:55Z	Hari Kunzru: Terror stricken	https://www.theguardian.com/commentisfree/2007/nov/15/comment.bookscomment
49	https://content.guardianapis.com/world/2007/dec/28/usa.australia	world/2007/dec/28/usa.australia	False	pillar/news	News	world	World news	article	2007-12-28T10:59:29Z	Australian terror detainee Hicks to be released	https://www.theguardian.com/world/2007/dec/28/usa.australia
50	https://content.guardianapis.com/commentisfree/2007/sep/11/understandingterror	commentisfree/2007/sep/11/understandingterror	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-09-11T09:00:00Z	Understanding terror	https://www.theguardian.com/commentisfree/2007/sep/11/understandingterror
51	https://content.guardianapis.com/politics/2007/aug/04/uk.footandmouth	politics/2007/aug/04/uk.footandmouth	False	pillar/news	News	politics	Politics	article	2007-08-04T00:08:27Z	After terrorism and floods, fresh crisis challenges Brown	https://www.theguardian.com/politics/2007/aug/04/uk.footandmouth
52	https://content.guardianapis.com/world/2007/oct/29/1	world/2007/oct/29/1	False	pillar/news	News	world	World news	article	2007-10-29T15:53:11Z	Azerbaijan thwarts 'terror attack'	https://www.theguardian.com/world/2007/oct/29/1
53	https://content.guardianapis.com/politics/blog/2007/mar/08/lordalderdice	politics/blog/2007/mar/08/lordalderdice	False	pillar/news	News	politics	Politics	article	2007-03-08T14:00:47Z	Terrorism on the psychiatrist's couch	https://www.theguardian.com/politics/blog/2007/mar/08/lordalderdice
54	https://content.guardianapis.com/news/audio/2007/jul/25/alan.travis.on.the.new.counter.terrorism.strategy	news/audio/2007/jul/25/alan.travis.on.the.new.counter.terrorism.strategy	False	pillar/news	News	news	News	audio	2007-07-25T10:51:48Z	Alan Travis on the new counter-terrorism strategy	https://www.theguardian.com/news/audio/2007/jul/25/alan.travis.on.the.new.counter.terrorism.strategy
55	https://content.guardianapis.com/uk/2007/dec/16/world.terrorism	uk/2007/dec/16/world.terrorism	False	pillar/news	News	uk-news	UK news	article	2007-12-16T00:57:51Z	Top British terror suspect escapes	https://www.theguardian.com/uk/2007/dec/16/world.terrorism
56	https://content.guardianapis.com/world/2007/dec/15/alqaida.usa	world/2007/dec/15/alqaida.usa	False	pillar/news	News	world	World news	article	2007-12-15T23:55:26Z	Letter: Continuing cost of the war on terror	https://www.theguardian.com/world/2007/dec/15/alqaida.usa
57	https://content.guardianapis.com/news/blog/2007/mar/08/lordalderdice	news/blog/2007/mar/08/lordalderdice	False	pillar/news	News	news	News	article	2007-03-08T14:00:47Z	Terrorism on the psychiatrist's couch	https://www.theguardian.com/news/blog/2007/mar/08/lordalderdice
58	https://content.guardianapis.com/world/2007/dec/14/usa.danglaister	world/2007/dec/14/usa.danglaister	False	pillar/news	News	world	World news	article	2007-12-14T01:36:29Z	Sears Tower terror trial collapses	https://www.theguardian.com/world/2007/dec/14/usa.danglaister
59	https://content.guardianapis.com/uk/2007/dec/13/terrorism.menezes	uk/2007/dec/13/terrorism.menezes	False	pillar/news	News	uk-news	UK news	article	2007-12-13T08:37:44Z	Reprimand for Met's former terror chief	https://www.theguardian.com/uk/2007/dec/13/terrorism.menezes
60	https://content.guardianapis.com/politics/2007/dec/06/uksecurity.terrorism1	politics/2007/dec/06/uksecurity.terrorism1	False	pillar/news	News	politics	Politics	article	2007-12-06T15:09:34Z	Q&A: Detention limits for terror suspects	https://www.theguardian.com/politics/2007/dec/06/uksecurity.terrorism1
61	https://content.guardianapis.com/uk/2007/dec/04/menezes.uksecurity	uk/2007/dec/04/menezes.uksecurity	False	pillar/news	News	uk-news	UK news	article	2007-12-04T15:09:43Z	Police anti-terror chief quits	https://www.theguardian.com/uk/2007/dec/04/menezes.uksecurity
62	https://content.guardianapis.com/commentisfree/2007/nov/15/comment.politics	commentisfree/2007/nov/15/comment.politics	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-11-15T00:17:55Z	Timothy Garton Ash: The threat from terrorism does not justify slicing away our freedoms	https://www.theguardian.com/commentisfree/2007/nov/15/comment.politics
63	https://content.guardianapis.com/commentisfree/2007/oct/15/rapeasaweaponofterror	commentisfree/2007/oct/15/rapeasaweaponofterror	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-10-15T06:00:00Z	Rape as a weapon of terror	https://www.theguardian.com/commentisfree/2007/oct/15/rapeasaweaponofterror
64	https://content.guardianapis.com/books/booksblog/2007/feb/16/scifisrealitycheck	books/booksblog/2007/feb/16/scifisrealitycheck	False	pillar/arts	Arts	books	Books	article	2007-02-16T12:15:00Z	Glorifying terrorism, sci-fi style	https://www.theguardian.com/books/booksblog/2007/feb/16/scifisrealitycheck
65	https://content.guardianapis.com/commentisfree/2007/apr/10/weneedajoineduppolicyont	commentisfree/2007/apr/10/weneedajoineduppolicyont	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-04-10T11:00:00Z	We need a real policy on terrorism	https://www.theguardian.com/commentisfree/2007/apr/10/weneedajoineduppolicyont
66	https://content.guardianapis.com/commentisfree/2007/jul/01/leaders.comment1	commentisfree/2007/jul/01/leaders.comment1	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-06-30T23:12:07Z	Leader: Our democracy is the best defence against terrorism	https://www.theguardian.com/commentisfree/2007/jul/01/leaders.comment1
67	https://content.guardianapis.com/politics/2007/nov/17/uk.ukcrime	politics/2007/nov/17/uk.ukcrime	False	pillar/news	News	politics	Politics	article	2007-11-17T23:45:52Z	New blow for PM on terror detention	https://www.theguardian.com/politics/2007/nov/17/uk.ukcrime
68	https://content.guardianapis.com/uk/2007/nov/06/politics.terrorism	uk/2007/nov/06/politics.terrorism	False	pillar/news	News	uk-news	UK news	article	2007-11-06T23:41:54Z	"Brown ""seeks consensus"" on terror bill"	https://www.theguardian.com/uk/2007/nov/06/politics.terrorism
69	https://content.guardianapis.com/film/2007/nov/09/horror1	film/2007/nov/09/horror1	False	pillar/arts	Arts	film	Film	article	2007-11-09T23:49:27Z	Andrew Pulver reviews Planet Terror	https://www.theguardian.com/film/2007/nov/09/horror1
70	https://content.guardianapis.com/politics/2007/nov/06/queensspeech2007.queensspeech2	politics/2007/nov/06/queensspeech2007.queensspeech2	False	pillar/news	News	politics	Politics	article	2007-11-06T15:11:46Z	Government seeks anti-terror consensus	https://www.theguardian.com/politics/2007/nov/06/queensspeech2007.queensspeech2
71	https://content.guardianapis.com/news/2007/jul/26/wrap.michellepauli	news/2007/jul/26/wrap.michellepauli	False	pillar/news	News	uk-news	UK news	article	2007-07-26T09:18:04Z	The politics of terror	https://www.theguardian.com/news/2007/jul/26/wrap.michellepauli
72	https://content.guardianapis.com/uk/2007/sep/17/terrorism.world	uk/2007/sep/17/terrorism.world	False	pillar/news	News	uk-news	UK news	article	2007-09-17T15:39:19Z	Student convicted on terror charges	https://www.theguardian.com/uk/2007/sep/17/terrorism.world
73	https://content.guardianapis.com/world/2007/mar/20/egypt.ianblack	world/2007/mar/20/egypt.ianblack	False	pillar/news	News	world	World news	article	2007-03-20T17:26:03Z	Muslim Brotherhood decries Egyptian 'anti-terrorism' referendum	https://www.theguardian.com/world/2007/mar/20/egypt.ianblack
74	https://content.guardianapis.com/world/2007/oct/30/international.mainsection1	world/2007/oct/30/international.mainsection1	False	pillar/news	News	world	World news	article	2007-10-30T23:50:09Z	Azerbaijan thwarts Islamist terror attack	https://www.theguardian.com/world/2007/oct/30/international.mainsection1
75	https://content.guardianapis.com/world/2007/dec/29/guantanamo.australia	world/2007/dec/29/guantanamo.australia	False	pillar/news	News	world	World news	article	2007-12-29T01:37:02Z	Australia frees its Guantánamo terror inmate	https://www.theguardian.com/world/2007/dec/29/guantanamo.australia
76	https://content.guardianapis.com/uk/2007/oct/26/terrorism.world	uk/2007/oct/26/terrorism.world	False	pillar/news	News	uk-news	UK news	article	2007-10-26T13:09:41Z	Teen locked up for terror manual	https://www.theguardian.com/uk/2007/oct/26/terrorism.world
77	https://content.guardianapis.com/world/2007/dec/17/pakistan.terrorism	world/2007/dec/17/pakistan.terrorism	False	pillar/news	News	world	World news	article	2007-12-17T15:48:21Z	Mystery surrounds terror suspect's escape in Islamabad	https://www.theguardian.com/world/2007/dec/17/pakistan.terrorism
78	https://content.guardianapis.com/world/2007/dec/20/india.china	world/2007/dec/20/india.china	False	pillar/news	News	world	World news	article	2007-12-20T11:23:29Z	China and India launch joint anti-terror drill	https://www.theguardian.com/world/2007/dec/20/india.china
79	https://content.guardianapis.com/commentisfree/2007/jul/02/thespreadofterror	commentisfree/2007/jul/02/thespreadofterror	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-07-02T12:05:05Z	The spread of terror	https://www.theguardian.com/commentisfree/2007/jul/02/thespreadofterror
80	https://content.guardianapis.com/uk/2007/dec/17/pakistan.terrorism	uk/2007/dec/17/pakistan.terrorism	False	pillar/news	News	uk-news	UK news	article	2007-12-17T03:07:32Z	Pakistan manhunt for escaped British terror suspect	https://www.theguardian.com/uk/2007/dec/17/pakistan.terrorism
81	https://content.guardianapis.com/uk/2007/dec/11/menezes.terrorism	uk/2007/dec/11/menezes.terrorism	False	pillar/news	News	uk-news	UK news	article	2007-12-11T23:59:40Z	New Yard anti-terror chief named	https://www.theguardian.com/uk/2007/dec/11/menezes.terrorism
82	https://content.guardianapis.com/world/2007/dec/13/terrorism.immigrationpolicy	world/2007/dec/13/terrorism.immigrationpolicy	False	pillar/news	News	world	World news	article	2007-12-13T17:48:46Z	No case for extending terror limit, MPs say	https://www.theguardian.com/world/2007/dec/13/terrorism.immigrationpolicy
83	https://content.guardianapis.com/politics/2007/dec/12/ukcrime.terrorism	politics/2007/dec/12/ukcrime.terrorism	False	pillar/news	News	politics	Politics	article	2007-12-12T02:22:54Z	Smith rounds on Tories over terror laws	https://www.theguardian.com/politics/2007/dec/12/ukcrime.terrorism
84	https://content.guardianapis.com/uk/2007/oct/09/menezes.uknews4	uk/2007/oct/09/menezes.uknews4	False	pillar/news	News	uk-news	UK news	article	2007-10-09T22:53:28Z	Menezes officer tells of terror and confusion	https://www.theguardian.com/uk/2007/oct/09/menezes.uknews4
85	https://content.guardianapis.com/uk/2007/dec/11/terrorism.politics	uk/2007/dec/11/terrorism.politics	False	pillar/news	News	uk-news	UK news	article	2007-12-11T17:57:06Z	Terror detention extension a 'charade', say dissenting MPs	https://www.theguardian.com/uk/2007/dec/11/terrorism.politics
86	https://content.guardianapis.com/uk/2007/may/16/terrorism.politics	uk/2007/may/16/terrorism.politics	False	pillar/news	News	uk-news	UK news	article	2007-05-16T00:53:30Z	Anti-terrorism strategy needs overhaul, says ex-MI6 chief	https://www.theguardian.com/uk/2007/may/16/terrorism.politics
87	https://content.guardianapis.com/commentisfree/2007/aug/20/thewaronshapelessterror	commentisfree/2007/aug/20/thewaronshapelessterror	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-08-20T16:45:00Z	The war on shapeless terror	https://www.theguardian.com/commentisfree/2007/aug/20/thewaronshapelessterror
88	https://content.guardianapis.com/commentisfree/2007/sep/27/shhdontmentionthewaronterror	commentisfree/2007/sep/27/shhdontmentionthewaronterror	False	pillar/opinion	Opinion	commentisfree	Opinion	article	2007-09-27T15:00:00Z	Shh! Don't mention the war on terror	https://www.theguardian.com/commentisfree/2007/sep/27/shhdontmentionthewaronterror
89	https://content.guardianapis.com/uk/2007/nov/30/terrorism.politicalnews	uk/2007/nov/30/terrorism.politicalnews	False	pillar/news	News	uk-news	UK news	article	2007-11-30T16:40:21Z	Public warned of growing threat of terror attacks	https://www.theguardian.com/uk/2007/nov/30/terrorism.politicalnews
90	https://content.guardianapis.com/politics/2007/feb/14/uksecurity.terrorism	politics/2007/feb/14/uksecurity.terrorism	False	pillar/news	News	politics	Politics	article	2007-02-14T10:55:41Z	Falconer: government sets terrorism policy, not lawyers	https://www.theguardian.com/politics/2007/feb/14/uksecurity.terrorism
91	https://content.guardianapis.com/media/2007/nov/26/mondaymediasection.criminaljustice	media/2007/nov/26/mondaymediasection.criminaljustice	False	pillar/news	News	media	Media	article	2007-11-26T08:09:49Z	How terror has changed the crime beat	https://www.theguardian.com/media/2007/nov/26/mondaymediasection.criminaljustice
92	https://content.guardianapis.com/politics/2007/nov/25/uk.terrorism	politics/2007/nov/25/uk.terrorism	False	pillar/news	News	politics	Politics	article	2007-11-25T00:02:19Z	New blow for plan to extend terror detention	https://www.theguardian.com/politics/2007/nov/25/uk.terrorism
93	https://content.guardianapis.com/uk/2007/feb/08/politics.terrorism	uk/2007/feb/08/politics.terrorism	False	pillar/news	News	uk-news	UK news	article	2007-02-08T17:47:17Z	Reid heckler held under Terrorism Act	https://www.theguardian.com/uk/2007/feb/08/politics.terrorism
94	https://content.guardianapis.com/books/audio/2007/dec/04/martin.amis.04.12.2007	books/audio/2007/dec/04/martin.amis.04.12.2007	False	pillar/arts	Arts	books	Books	audio	2007-12-04T11:38:43Z	Martin Amis: 04.12.2007	https://www.theguardian.com/books/audio/2007/dec/04/martin.amis.04.12.2007
95	https://content.guardianapis.com/world/2007/nov/15/pakistan.terrorism	world/2007/nov/15/pakistan.terrorism	False	pillar/news	News	world	World news	article	2007-11-15T18:37:23Z	Pakistani court orders release of British terror suspect	https://www.theguardian.com/world/2007/nov/15/pakistan.terrorism
96	https://content.guardianapis.com/politics/2007/nov/15/terrorism.transport	politics/2007/nov/15/terrorism.transport	False	pillar/news	News	politics	Politics	article	2007-11-15T23:56:39Z	Rail passengers face anti-terror searches	https://www.theguardian.com/politics/2007/nov/15/terrorism.transport
97	https://content.guardianapis.com/uk/2007/nov/12/humanrights.terrorism	uk/2007/nov/12/humanrights.terrorism	False	pillar/news	News	uk-news	UK news	article	2007-11-12T11:33:54Z	UK terror detention limit is longest of any democracy	https://www.theguardian.com/uk/2007/nov/12/humanrights.terrorism
98	https://content.guardianapis.com/travel/2007/jan/30/travelnews.internationalnews.terrorismandtravel	travel/2007/jan/30/travelnews.internationalnews.terrorismandtravel	False	pillar/news	News	world	World news	article	2007-01-30T02:24:43Z	Africa benefits from tourists' terrorism fears	https://www.theguardian.com/travel/2007/jan/30/travelnews.internationalnews.terrorismandtravel
